#cluster_id	cluster_protein_count	TAXON_count	protein_span_mean	protein_span_sd	fraction_secreted	GO	GO_entropy	IPR	IPR_entropy	SignalP_EUK	SignalP_EUK_entropy	Pfam	Pfam_entropy
OG0000151	35	23	1472.9142857142858	254.76402206507785	0.00	GO:0005524:35;GO:0016020:35;GO:0042626:35;GO:0055085:35;GO:0140359:34	2.322	IPR003439:67;IPR013525:67;IPR010929:36;IPR029481:34;IPR043926:29	2.230	N/A	N/A	PF00005:67;PF01061:67;PF06422:36;PF14510:34;PF19055:29	2.230
OG0000152	35	18	500.37142857142857	139.47536100161423	0.00	GO:0008484:33;GO:0022857:1;GO:0055085:1	0.373	IPR000917:36;IPR032506:3;IPR011701:1	0.550	N/A	N/A	PF00884:36;PF16347:3;PF07690:1	0.550
OG0000153	35	19	430.14285714285717	34.4575456029531	0.00	GO:0071949:34	0.000	IPR002938:42	0.000	N/A	N/A	PF01494:42	0.000
OG0000154	35	13	169.22857142857143	35.37722085045744	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000155	35	14	547.4857142857143	14.375318984925771	0.00	GO:0022857:35;GO:0055085:35	1.000	IPR011701:35	0.000	N/A	N/A	PF07690:35	0.000
OG0000156	35	20	557.4285714285714	26.372372680825038	0.00	GO:0016020:35;GO:0022857:35;GO:0055085:35	1.585	IPR005828:35	0.000	N/A	N/A	PF00083:35	0.000
OG0000157	35	19	206.77142857142857	38.72178103510493	0.00	GO:0016020:35	0.000	IPR008253:35	0.000	N/A	N/A	PF01284:35	0.000
OG0000158	35	23	357.62857142857143	8.346378904430738	0.00	N/A	N/A	IPR013154:35;IPR013149:34	1.000	N/A	N/A	PF08240:35;PF00107:34	1.000
OG0000159	35	23	552.1714285714286	29.510759020384135	0.00	GO:0016020:35;GO:0022857:35;GO:0055085:35	1.585	IPR001248:37	0.000	N/A	N/A	PF02133:37	0.000
OG0000160	35	21	654.6	372.1348603473132	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000161	35	19	397.3142857142857	69.7897951723895	0.00	GO:0071949:34	0.000	IPR002938:63	0.000	N/A	N/A	PF01494:63	0.000
OG0000162	35	22	382.0857142857143	144.19240547240472	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000163	35	23	247.68571428571428	43.00748866921496	0.00	GO:0016020:34	0.000	IPR000791:34	0.000	N/A	N/A	PF01184:34	0.000
OG0000164	34	13	341.44117647058823	93.46977843650244	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000165	34	18	142.23529411764707	12.075884630923614	0.00	GO:0016491:33	0.000	IPR009799:33	0.000	N/A	N/A	PF07110:33	0.000
OG0000166	34	19	859.0588235294117	21.113058652756603	0.00	GO:0004553:34;GO:0005975:34	1.000	IPR001764:34;IPR002772:34;IPR011658:34;IPR026891:33	2.000	N/A	N/A	PF00933:34;PF01915:34;PF07691:34;PF14310:33	2.000
OG0000167	34	19	285.2352941176471	39.48496275466174	0.00	N/A	N/A	IPR041524:36	0.000	N/A	N/A	PF18271:36	0.000
OG0000168	34	16	401.8235294117647	180.75763275532228	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000169	34	18	396.5	100.72450779521455	0.00	GO:0005515:32	0.000	IPR001214:32	0.000	N/A	N/A	PF00856:32	0.000
OG0000170	34	23	1363.9411764705883	553.9498247174544	0.00	GO:0005643:23;GO:0006913:23;GO:0017056:23	1.585	IPR025574:52;IPR007230:23;IPR021967:23	1.467	N/A	N/A	PF13634:52;PF04096:23;PF12110:23	1.467
OG0000171	34	20	397.5882352941176	79.25169051715545	0.00	N/A	N/A	IPR021833:33	0.000	N/A	N/A	PF11905:33	0.000
OG0000172	34	17	278.97058823529414	13.498333871298264	0.00	N/A	N/A	IPR002347:1	0.000	N/A	N/A	PF13561:33;PF00106:1	0.191
OG0000173	34	19	588.1470588235294	437.75632036643543	0.00	N/A	N/A	IPR008427:113	0.000	N/A	N/A	PF05730:113	0.000
OG0000174	34	19	463.02941176470586	200.09534275882496	0.00	GO:0005515:2	0.000	IPR010730:31;IPR002110:3	0.431	N/A	N/A	PF06985:31;PF12796:2;PF13637:1	0.512
OG0000175	34	15	543.8529411764706	223.02296536362522	0.00	GO:0016705:34	0.000	IPR011251:34;IPR013120:1;IPR000868:1;IPR009081:1;IPR000873:1	0.696	N/A	N/A	PF00296:34;PF07993:1;PF00857:1;PF00550:1;PF00501:1	0.696
OG0000176	34	22	195.6764705882353	34.27460094437562	0.00	N/A	N/A	IPR046670:3	0.000	N/A	N/A	PF20174:3	0.000
OG0000177	34	16	259.4117647058824	64.18040641406104	0.00	GO:0003676:29;GO:0004523:29;GO:0022857:1;GO:0055085:1	1.211	IPR002156:29;IPR011701:1	0.211	N/A	N/A	PF00075:29;PF07690:1	0.211
OG0000178	34	20	309.7352941176471	106.96984424525759	0.00	GO:0016787:32;GO:0006508:1;GO:0008236:1;GO:0004672:1;GO:0005524:1;GO:0006468:1	0.885	IPR003140:39;IPR001375:1;IPR000719:1	0.330	N/A	N/A	PF02230:39;PF00326:1;PF00069:1	0.330
OG0000179	34	20	511.05882352941177	99.83484632027229	0.00	GO:0022857:32;GO:0055085:32	1.000	IPR011701:32	0.000	N/A	N/A	PF07690:32	0.000
OG0000180	34	20	514.8235294117648	76.25440029279517	0.00	GO:0016020:34;GO:0022857:34;GO:0055085:34	1.585	IPR005828:34	0.000	N/A	N/A	PF00083:34	0.000
OG0000181	34	14	459.9117647058824	170.38371360429872	0.00	GO:0016614:1;GO:0005515:1	1.000	IPR002575:23;IPR007867:1;IPR000210:1	0.482	N/A	N/A	PF01636:23;PF05199:1;PF00651:1	0.482
OG0000182	34	15	556.6470588235294	231.18771114716958	0.00	GO:0004672:30;GO:0005524:30;GO:0006468:30;GO:0005515:6;GO:0003677:2	1.930	IPR000719:30;IPR000253:6;IPR001356:2	0.913	N/A	N/A	PF00069:30;PF00498:6;PF00046:2	0.913
OG0000183	34	21	527.9705882352941	5.485195551866364	0.00	GO:0022857:34;GO:0055085:34	1.000	IPR011701:34	0.000	N/A	N/A	PF07690:34	0.000
OG0000184	34	14	395.3235294117647	197.05429538256638	0.00	GO:0005515:3	0.000	IPR001810:3	0.000	N/A	N/A	PF00646:3	0.000
OG0000185	33	14	505.6363636363636	115.06409759987618	0.00	GO:0050660:30;GO:0003824:24	0.991	IPR006094:28;IPR004113:24	0.996	N/A	N/A	PF01565:28;PF02913:24	0.996
OG0000186	33	19	502.24242424242425	136.07418438017223	0.00	GO:0016757:31	0.000	IPR007657:31	0.000	N/A	N/A	PF04577:31	0.000
OG0000187	33	11	502.5151515151515	111.24750489871295	0.00	N/A	N/A	IPR002018:34	0.000	N/A	N/A	PF00135:34	0.000
OG0000188	33	17	418.54545454545456	86.07293979054815	0.00	GO:0071949:14;GO:0016491:1	0.353	IPR002938:14;IPR006076:1	0.353	N/A	N/A	PF01494:14;PF01266:1	0.353
OG0000189	33	20	320.42424242424244	71.95412271677857	0.00	GO:0022857:1;GO:0055085:1	1.000	IPR005079:31;IPR011701:1	0.201	N/A	N/A	PF03417:31;PF07690:1	0.201
OG0000190	33	16	187.66666666666666	37.668946029182905	0.00	N/A	N/A	IPR013096:24	0.000	N/A	N/A	PF07883:24	0.000
OG0000191	33	18	648.5151515151515	23.660632451550114	0.00	GO:0016614:33;GO:0050660:33	1.000	IPR000172:36;IPR007867:33	0.999	N/A	N/A	PF00732:36;PF05199:33	0.999
OG0000192	33	21	130.72727272727272	51.70737754481446	0.00	GO:0005576:32	0.000	IPR010636:32	0.000	N/A	N/A	PF06766:32	0.000
OG0000193	33	19	541.0909090909091	126.36415958034257	0.00	GO:0005975:32;GO:0016810:32;GO:0071949:1	1.099	IPR002509:32;IPR018959:16;IPR002938:1	1.043	N/A	N/A	PF01522:32;PF09347:16;PF13561:1;PF01494:1	1.164
OG0000194	33	22	230.0	90.74306050769408	0.00	GO:0003700:4;GO:0006355:4	1.000	IPR004827:4	0.000	N/A	N/A	PF00170:4	0.000
OG0000195	33	19	523.030303030303	18.67015905936829	0.00	GO:0022857:33;GO:0055085:33	1.000	IPR011701:33	0.000	N/A	N/A	PF07690:33	0.000
OG0000196	33	23	639.6666666666666	64.09636053898407	0.00	GO:0022857:32;GO:0055085:32	1.000	IPR011701:32	0.000	N/A	N/A	PF07690:32	0.000
OG0000197	33	23	349.3939393939394	93.64405185657839	0.00	N/A	N/A	IPR013078:42	0.000	N/A	N/A	PF00300:42	0.000
OG0000198	33	18	307.93939393939394	53.6830989677776	0.00	N/A	N/A	IPR008775:29	0.000	N/A	N/A	PF05721:29	0.000
OG0000199	33	17	743.030303030303	208.79125211683137	0.00	GO:0004553:32;GO:0005975:32;GO:0016787:1	1.099	IPR002772:32;IPR001764:29;IPR026891:18;IPR006680:1	1.623	N/A	N/A	PF01915:32;PF00933:29;PF14310:18;PF01979:1	1.623
OG0000200	33	17	346.75757575757575	94.79740128871016	0.00	GO:0016491:30	0.000	IPR002227:35	0.000	N/A	N/A	PF00264:35	0.000
OG0000201	33	18	432.90909090909093	231.29770448314778	0.00	GO:0043531:8;GO:0016887:1	0.503	IPR002182:8;IPR007751:6;IPR000073:3;IPR003593:1;IPR041617:1	1.918	N/A	N/A	PF00931:8;PF05057:6;PF12697:3;PF13401:1;PF17874:1	1.918
OG0000202	33	20	335.42424242424244	45.388578394443044	0.00	GO:0016787:33	0.000	IPR013094:33	0.000	N/A	N/A	PF07859:33	0.000
OG0000203	33	17	568.6666666666666	229.7075435321086	0.00	GO:0008270:29;GO:0000981:27;GO:0006355:27;GO:0003677:15;GO:0006351:15	2.264	IPR001138:27;IPR007219:15	0.940	N/A	N/A	PF00172:27;PF04082:15	0.940
OG0000204	33	16	408.6363636363636	130.07429536249498	0.00	N/A	N/A	IPR002575:25	0.000	N/A	N/A	PF01636:25	0.000
OG0000205	33	15	484.2121212121212	20.920857470922193	0.00	GO:0016491:33	0.000	IPR015590:33	0.000	N/A	N/A	PF00171:33	0.000
OG0000206	33	19	135.21212121212122	21.319727065962308	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000207	32	19	482.40625	98.24422991167216	0.00	GO:0022857:31;GO:0055085:31	1.000	IPR011701:31	0.000	N/A	N/A	PF07690:31	0.000
OG0000208	32	14	309.78125	65.39148184922483	0.00	GO:0004061:30;GO:0019441:30	1.000	IPR007325:30	0.000	N/A	N/A	PF04199:30	0.000
OG0000209	32	19	462.8125	90.2189827239811	0.00	N/A	N/A	IPR000560:32	0.000	N/A	N/A	PF00328:32	0.000
OG0000210	32	23	266.25	52.82222543589015	0.00	GO:0006672:32;GO:0016020:32;GO:0016811:32	1.585	IPR008901:33;IPR003615:1	0.191	N/A	N/A	PF05875:33;PF13391:1	0.191
OG0000211	32	17	458.21875	59.69701331253935	0.00	GO:0071949:32	0.000	IPR002938:35	0.000	N/A	N/A	PF01494:35	0.000
OG0000212	32	18	577.6875	60.8134635072695	0.00	GO:0004499:20;GO:0050660:20;GO:0050661:20	1.585	IPR020946:20	0.000	N/A	N/A	PF00743:20;PF13450:10	0.918
OG0000213	32	18	141.28125	55.35805856817506	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000214	32	14	455.4375	95.37719116093743	0.00	N/A	N/A	IPR002575:24	0.000	N/A	N/A	PF01636:24	0.000
OG0000215	32	16	368.8125	139.25099584473355	0.00	GO:0022857:1;GO:0055085:1	1.000	IPR011701:1;IPR003615:1;IPR045518:1	1.585	N/A	N/A	PF07690:1;PF13391:1;PF20150:1	1.585
OG0000216	32	23	498.4375	35.55535956434698	0.00	GO:0016491:32	0.000	IPR015590:32	0.000	N/A	N/A	PF00171:32	0.000
OG0000217	32	17	296.21875	46.969893532320256	0.00	GO:0005576:11;GO:0005975:11;GO:0030248:11	1.585	IPR005103:32;IPR000254:11	0.820	N/A	N/A	PF03443:32;PF00734:11	0.820
OG0000218	32	12	969.53125	495.6179844632734	0.00	N/A	N/A	IPR024535:45;IPR001279:1	0.151	N/A	N/A	PF12708:45;PF00753:1	0.151
OG0000219	32	17	479.34375	178.5134115015942	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000220	32	17	487.34375	114.1530248654739	0.00	GO:0016020:30;GO:0022857:30;GO:0055085:30	1.585	IPR005828:32	0.000	N/A	N/A	PF00083:32	0.000
OG0000221	32	16	466.5625	86.09658003515587	0.00	GO:0050660:32;GO:0016491:31	1.000	IPR012951:31;IPR006094:30	1.000	N/A	N/A	PF08031:31;PF01565:30	1.000
OG0000222	32	23	512.0625	7.976283203974142	0.00	GO:0004497:32;GO:0005506:32;GO:0016705:32;GO:0020037:32	2.000	IPR001128:32	0.000	N/A	N/A	PF00067:32	0.000
OG0000223	32	15	780.84375	443.9883943707735	0.00	N/A	N/A	IPR007111:19;IPR026003:1	0.286	N/A	N/A	PF05729:19;PF12765:1	0.286
OG0000224	32	19	572.90625	214.38536554750536	0.00	GO:0022857:29;GO:0055085:29;GO:0005524:1;GO:0140658:1;GO:0000981:1;GO:0006355:1;GO:0008270:1	1.505	IPR011701:27;IPR010573:2;IPR000330:1;IPR001138:1	0.748	N/A	N/A	PF07690:27;PF06609:2;PF00176:1;PF00172:1	0.748
OG0000225	31	22	509.4193548387097	212.53398577465484	0.00	GO:0004672:21;GO:0005524:21;GO:0006468:21	1.585	IPR000719:22	0.000	N/A	N/A	PF00069:22	0.000
OG0000226	31	20	689.4193548387096	248.8126350636673	0.00	GO:0008270:14;GO:0003677:13;GO:0006351:13;GO:0000981:9;GO:0006355:9	2.296	IPR033121:19;IPR007219:13;IPR001138:9	1.520	N/A	N/A	PF00026:19;PF04082:13;PF00172:9	1.520
OG0000227	31	19	415.93548387096774	84.50307705177062	0.00	N/A	N/A	IPR013830:29	0.000	N/A	N/A	PF13472:29	0.000
OG0000228	31	19	401.2903225806452	172.10203154287942	0.00	GO:0016787:18	0.000	IPR013094:18;IPR022742:16;IPR021858:1	1.156	N/A	N/A	PF07859:18;PF12146:16;PF11951:1	1.156
OG0000229	31	17	465.258064516129	123.88000639066288	0.00	GO:0016020:29;GO:0022857:29;GO:0055085:29	1.585	IPR005828:30	0.000	N/A	N/A	PF00083:30	0.000
OG0000230	31	17	572.8064516129032	22.117602615868318	0.00	GO:0004499:15;GO:0050660:15;GO:0050661:15;GO:0016491:2	1.771	IPR020946:15;IPR023753:2	0.523	N/A	N/A	PF00743:15;PF13738:14;PF07992:2	1.280
OG0000231	31	23	785.6129032258065	369.34228179810304	0.00	N/A	N/A	IPR027450:23;IPR000868:22	1.000	N/A	N/A	PF13532:23;PF00857:22;PF13410:1	1.129
OG0000232	31	20	447.258064516129	96.22787730407157	0.00	GO:0016491:31	0.000	IPR015590:31	0.000	N/A	N/A	PF00171:31	0.000
OG0000233	31	16	210.3548387096774	44.455522090386296	0.00	N/A	N/A	IPR040921:1	0.000	N/A	N/A	PF17676:1	0.000
OG0000234	31	20	322.61290322580646	97.8687987511374	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000235	31	23	835.3548387096774	372.5317521333646	0.00	GO:0003677:23;GO:0006351:23;GO:0008270:23;GO:0000981:18;GO:0006355:18	2.312	IPR007219:23;IPR001138:18	0.989	N/A	N/A	PF04082:23;PF00172:18	0.989
OG0000236	31	16	438.7096774193548	57.606111654024545	0.00	GO:0004553:31;GO:0005975:31	1.000	IPR001722:32	0.000	N/A	N/A	PF00840:32	0.000
OG0000237	31	14	186.67741935483872	52.25457973247598	0.00	GO:0016798:1	0.000	IPR003305:1	0.000	N/A	N/A	PF02018:1	0.000
OG0000238	31	17	469.5806451612903	72.15027963353066	0.00	GO:0016020:31;GO:0022857:31;GO:0055085:31	1.585	IPR005828:31	0.000	N/A	N/A	PF00083:31	0.000
OG0000239	31	23	760.7096774193549	481.63191631117365	0.00	GO:0007155:4	0.000	IPR008440:25	0.000	N/A	N/A	PF05792:25	0.000
OG0000240	31	17	774.4193548387096	165.02409876674776	0.00	GO:0000981:23;GO:0006355:23;GO:0008270:23;GO:0022857:1;GO:0055085:1	1.754	IPR021858:31;IPR001138:23;IPR011701:1	1.097	N/A	N/A	PF11951:31;PF00172:23;PF07690:1	1.097
OG0000241	31	23	474.3225806451613	91.0906627759024	0.00	GO:0005524:30	0.000	IPR006204:30;IPR013750:29	1.000	N/A	N/A	PF00288:30;PF08544:29	1.000
OG0000242	31	23	402.19354838709677	28.34968208826554	0.00	N/A	N/A	IPR033121:32	0.000	N/A	N/A	PF00026:32	0.000
OG0000243	30	16	546.0666666666667	76.17170661662298	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000244	30	19	263.3333333333333	95.5466145687829	0.00	N/A	N/A	IPR021833:26	0.000	N/A	N/A	PF11905:26	0.000
OG0000245	30	22	652.3666666666667	38.92598389536509	0.00	GO:0003735:2;GO:0005840:2;GO:0006412:2	1.585	IPR006598:28;IPR001380:3	0.459	N/A	N/A	PF05686:28;PF01294:3	0.459
OG0000246	30	19	570.0666666666667	80.13527451891721	0.00	GO:0022857:22;GO:0055085:22;GO:0004553:1;GO:0005975:1	1.258	IPR011701:22;IPR001764:1	0.258	N/A	N/A	PF07690:22;PF00933:1	0.258
OG0000247	30	20	562.0666666666667	85.93638474023805	0.00	GO:0016614:30;GO:0050660:29	1.000	IPR007867:30;IPR000172:30	1.000	N/A	N/A	PF05199:30;PF00732:30	1.000
OG0000248	30	18	561.8333333333334	129.00027993079016	0.00	GO:0016788:2	0.000	IPR007036:2	0.000	N/A	N/A	PF04952:2	0.000
OG0000249	30	16	278.46666666666664	40.04059051623601	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000250	30	17	261.6333333333333	62.0835369124179	0.00	GO:0016020:30	0.000	IPR007568:30	0.000	N/A	N/A	PF04479:30	0.000
OG0000251	30	15	498.53333333333336	72.99348524963642	0.00	GO:0016020:30;GO:0022857:30;GO:0055085:30	1.585	IPR005828:30	0.000	N/A	N/A	PF00083:30	0.000
OG0000252	30	19	270.9	37.763606819264496	0.00	N/A	N/A	IPR044862:24	0.000	N/A	N/A	PF13640:24	0.000
OG0000253	30	22	304.06666666666666	22.65970481321904	0.00	GO:0050661:29;GO:0051287:21	0.981	IPR006115:29;IPR029154:21	0.981	N/A	N/A	PF03446:29;PF14833:21	0.981
OG0000254	30	23	500.1333333333333	76.66582608234837	0.00	N/A	N/A	IPR018535:30	0.000	N/A	N/A	PF09362:30	0.000
OG0000255	30	22	624.7666666666667	243.13818887391773	0.00	N/A	N/A	IPR005532:23;IPR024775:22;IPR019257:20	1.583	N/A	N/A	PF03781:23;PF12867:22;PF10017:20	1.583
OG0000256	30	17	363.06666666666666	40.34099100859517	0.00	GO:0016491:29	0.000	IPR003819:29	0.000	N/A	N/A	PF02668:29	0.000
OG0000257	30	23	602.6666666666666	94.81889169475788	0.00	N/A	N/A	IPR019378:22	0.000	N/A	N/A	PF10250:22	0.000
OG0000258	30	17	569.3	51.01316823461696	0.00	GO:0050660:29;GO:0003824:28	1.000	IPR006094:29;IPR004113:28	1.000	N/A	N/A	PF01565:29;PF02913:28	1.000
OG0000259	30	16	540.4	90.71552605076303	0.00	N/A	N/A	IPR023041:28	0.000	N/A	N/A	PF11710:28	0.000
OG0000260	30	18	343.43333333333334	284.231324022451	0.00	GO:0005576:26;GO:0016787:26	1.000	IPR010126:26	0.000	N/A	N/A	PF10503:26	0.000
OG0000261	30	19	551.9	75.80428747768822	0.00	GO:0022857:30;GO:0055085:30	1.000	IPR011701:30	0.000	N/A	N/A	PF07690:30	0.000
OG0000262	30	23	530.2333333333333	130.31645670784977	0.00	GO:0006807:30;GO:0036361:22	0.983	IPR003010:30;IPR015942:22	0.983	N/A	N/A	PF00795:30;PF01177:22	0.983
OG0000263	30	22	1046.8333333333333	220.31206402636138	0.00	N/A	N/A	IPR004014:29;IPR006068:28	1.000	N/A	N/A	PF00122:30;PF00690:29;PF00689:28;PF13246:28;PF00702:9	2.230
OG0000264	30	19	510.0	71.40914974053862	0.00	GO:0022857:29;GO:0055085:29	1.000	IPR011701:29	0.000	N/A	N/A	PF07690:29	0.000
OG0000265	30	19	539.2666666666667	46.5431221795683	0.00	N/A	N/A	IPR023631:33	0.000	N/A	N/A	PF01425:33	0.000
OG0000266	30	17	322.1666666666667	1.593389120362283	0.00	GO:0016829:30	0.000	IPR002220:30	0.000	N/A	N/A	PF00701:30	0.000
OG0000267	30	23	766.6333333333333	216.4656221101992	0.00	GO:0003677:26;GO:0005524:26;GO:0016787:26	1.585	IPR032438:29;IPR032830:26;IPR006935:26	1.583	N/A	N/A	PF16203:29;PF13625:26;PF04851:26	1.583
OG0000268	30	23	341.93333333333334	129.08186893940174	0.00	N/A	N/A	IPR025995:23;IPR026541:23	1.000	N/A	N/A	PF11717:23;PF05712:23	1.000
OG0000269	30	23	420.0	81.95527235429498	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000270	30	20	525.6666666666666	41.404776965412516	0.00	GO:0004497:30;GO:0005506:30;GO:0016705:30;GO:0020037:30	2.000	IPR001128:30	0.000	N/A	N/A	PF00067:30	0.000
OG0000271	30	8	730.6666666666666	225.1254958659478	0.00	GO:0003677:28;GO:0006351:28;GO:0008270:28;GO:0000981:15;GO:0006355:15	2.262	IPR007219:28;IPR001138:15	0.933	N/A	N/A	PF04082:28;PF00172:15	0.933
OG0000272	30	17	676.9666666666667	185.8677815605013	0.00	N/A	N/A	IPR046540:29	0.000	N/A	N/A	PF20254:29	0.000
OG0000273	30	16	404.1333333333333	142.46373417665126	0.00	N/A	N/A	IPR012816:1	0.000	N/A	N/A	PF08719:1	0.000
OG0000274	29	23	302.3448275862069	7.957975232297452	0.00	GO:0016020:28	0.000	IPR001425:28	0.000	N/A	N/A	PF01036:28	0.000
OG0000275	29	23	3397.896551724138	1736.0604896665361	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000276	29	20	536.2068965517242	49.274305614761175	0.00	GO:0016020:29;GO:0022857:29;GO:0055085:29	1.585	IPR005828:29	0.000	N/A	N/A	PF00083:29	0.000
OG0000277	29	23	369.58620689655174	42.22723197292389	0.00	GO:0016491:29	0.000	IPR006076:29	0.000	N/A	N/A	PF01266:29	0.000
OG0000278	29	15	567.4137931034483	114.92381801733416	0.00	GO:0022857:28;GO:0055085:28	1.000	IPR010573:28;IPR021833:1	0.216	N/A	N/A	PF06609:28;PF11905:1	0.216
OG0000279	29	23	639.448275862069	237.99486899813857	0.00	GO:0017025:23	0.000	IPR013150:46;IPR013137:23	0.918	N/A	N/A	PF00382:46;PF08271:23	0.918
OG0000280	29	15	316.62068965517244	38.70437362179383	0.00	N/A	N/A	IPR013096:30	0.000	N/A	N/A	PF07883:30	0.000
OG0000281	29	18	434.44827586206895	106.78937897817644	0.00	GO:0022857:29;GO:0055085:29	1.000	IPR011701:29	0.000	N/A	N/A	PF07690:29	0.000
OG0000282	29	14	605.3448275862069	183.11787721575618	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000283	29	18	357.41379310344826	79.46264237922263	0.00	N/A	N/A	IPR013154:28;IPR013149:27	1.000	N/A	N/A	PF08240:28;PF00107:27	1.000
OG0000284	29	16	568.551724137931	162.47176650366197	0.00	N/A	N/A	IPR010839:29	0.000	N/A	N/A	PF07287:29	0.000
OG0000285	29	19	526.2413793103449	23.970751103007405	0.00	GO:0022857:29;GO:0055085:29;GO:0016020:1	1.107	IPR011701:28;IPR001248:1	0.216	N/A	N/A	PF07690:28;PF02133:1	0.216
OG0000286	29	16	531.551724137931	79.15919630148045	0.00	N/A	N/A	IPR000873:33;IPR025110:29	0.997	N/A	N/A	PF00501:33;PF13193:29	0.997
OG0000287	29	18	296.13793103448273	25.60673960036226	0.00	N/A	N/A	IPR002347:25	0.000	N/A	N/A	PF00106:25;PF13561:4	0.579
OG0000288	29	21	403.9310344827586	44.85373242800368	0.00	GO:0016787:29	0.000	IPR002933:29;IPR011650:28	1.000	N/A	N/A	PF01546:29;PF07687:28	1.000
OG0000289	29	22	510.7241379310345	290.6860964317688	0.00	GO:0003677:19;GO:0006351:19;GO:0008270:19	1.585	IPR007219:19	0.000	N/A	N/A	PF04082:19	0.000
OG0000290	29	23	843.1379310344828	326.12275287159434	0.00	GO:0035673:29	0.000	IPR004813:30	0.000	N/A	N/A	PF03169:30	0.000
OG0000291	29	23	605.3793103448276	12.192178932027806	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF01019:30	0.000
OG0000292	29	23	630.9310344827586	35.127286804423	0.00	GO:2001070:26	0.000	IPR011613:29;IPR002044:26	0.998	N/A	N/A	PF00723:29;PF00686:26	0.998
OG0000293	29	19	931.9655172413793	858.9731834262477	0.00	GO:0043087:12	0.000	IPR001936:12;IPR001251:10	0.994	N/A	N/A	PF00616:12;PF13716:10	0.994
OG0000294	29	17	472.48275862068965	103.59757043138882	0.00	GO:0016020:27;GO:0022857:27;GO:0055085:27	1.585	IPR001248:27	0.000	N/A	N/A	PF02133:27	0.000
OG0000295	29	17	395.37931034482756	54.91398527547168	0.00	GO:0010181:29;GO:0016491:29	1.000	IPR001155:29;IPR000073:1	0.211	N/A	N/A	PF00724:29;PF00561:1	0.211
OG0000296	29	13	338.86206896551727	79.3028782092498	0.00	GO:0004672:18;GO:0005524:18;GO:0006468:18	1.585	IPR000719:18;IPR002575:6	0.811	N/A	N/A	PF00069:18;PF01636:6;PF06293:1	1.021
OG0000297	29	15	424.9655172413793	106.46336030203737	0.00	GO:0016020:28;GO:0022857:28;GO:0055085:28	1.585	IPR005828:36	0.000	N/A	N/A	PF00083:36	0.000
OG0000298	28	23	1429.2142857142858	442.812226984923	0.00	N/A	N/A	IPR024436:1	0.000	N/A	N/A	PF12868:1	0.000
OG0000299	28	18	503.17857142857144	160.65114235764503	0.00	GO:0022857:27;GO:0055085:27	1.000	IPR010573:28	0.000	N/A	N/A	PF06609:28	0.000
OG0000300	28	18	431.2142857142857	82.39034146880894	0.00	GO:0004553:28;GO:0005975:28	1.000	IPR001722:28	0.000	N/A	N/A	PF00840:28	0.000
OG0000301	28	18	390.57142857142856	34.00990251952738	0.00	GO:0004064:25	0.000	IPR002640:25	0.000	N/A	N/A	PF01731:25	0.000
OG0000302	28	22	443.25	175.2597307263871	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000303	28	15	224.78571428571428	25.79362759461716	0.00	N/A	N/A	IPR005103:27	0.000	N/A	N/A	PF03443:27	0.000
OG0000304	28	23	511.57142857142856	208.9922125294605	0.00	GO:0022857:23;GO:0055085:23;GO:0016020:22	1.585	IPR005828:25;IPR011701:1	0.235	N/A	N/A	PF00083:25;PF07690:1	0.235
OG0000305	28	17	471.25	65.87359377734644	0.00	GO:0022857:27;GO:0055085:27	1.000	IPR011701:27	0.000	N/A	N/A	PF07690:27	0.000
OG0000306	28	22	283.14285714285717	24.18635135436378	0.00	GO:0006508:28;GO:0070007:28	1.000	IPR000250:28	0.000	N/A	N/A	PF01828:28	0.000
OG0000307	28	23	115.89285714285714	5.387414472070768	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0000308	28	17	191.39285714285714	7.247360532902828	0.00	N/A	N/A	IPR013096:28	0.000	N/A	N/A	PF07883:28	0.000
OG0000309	28	13	576.6428571428571	90.03420551804356	0.00	GO:0008239:27;GO:0016787:27	1.000	IPR013736:27;IPR000383:27	1.000	N/A	N/A	PF08530:27;PF02129:27	1.000
OG0000310	28	17	452.32142857142856	100.62485264281263	0.00	GO:0022857:26;GO:0055085:26	1.000	IPR011701:26	0.000	N/A	N/A	PF07690:26	0.000
