dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SgloboCBS120340predictedgene_005889-T1	220	9.1e-93	1	206	22	218	0.985576923077
GH5_e56	GH5_24:29	-	-	314	SgloboCBS120340predictedgene_006373-T1	428	3.1e-169	1	312	77	391	0.990445859873
GH18_e124	GH18:25	-	-	324	SgloboCBS120340predictedgene_007408-T1	365	5.3e-102	1	321	11	348	0.987654320988
GH131_e0	GH131:19	-	-	254	SgloboCBS120340predictedgene_007865-T1	298	3.5e-119	1	254	36	295	0.996062992126
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SgloboCBS120340predictedgene_008147-T1	476	8.9e-178	2	442	30	469	0.995475113122
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	ShumicCBS118129predictedgene_000648-T1	482	2.3e-140	1	417	41	478	0.997601918465
AA1_e22	AA1:24	-	-	492	ShumicCBS118129predictedgene_001005-T1	768	7.7e-185	1	491	202	719	0.99593495935
GT61_e19	GT61:14	-	-	120	ShumicCBS118129predictedgene_003595-T1	579	2.7e-37	1	116	346	470	0.958333333333
GH154_e10	GH154:86	-	-	357	ShumicCBS118129predictedgene_003740-T1	675	5e-173	1	356	26	373	0.994397759104
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	ShumicCBS118129predictedgene_004277-T1	1093	4.4e-277	23	823	44	967	0.967351874244
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	ShumicCBS118129predictedgene_005302-T1	892	1.8e-111	2	212	87	297	0.985915492958
AA2_e12	AA2:15	-	-	241	ShumicCBS118129predictedgene_005612-T1	505	1.7e-97	2	241	256	492	0.991701244813
CE16_e2	CE16:12	-	-	278	ShumicCBS118129predictedgene_005970-T1	394	1.4e-107	1	278	59	362	0.996402877698
AA4_e1	AA4:19	-	-	525	ShumicCBS118129predictedgene_006627-T1	482	5.8e-16	38	253	37	245	0.409523809524
GH154_e10	GH154:86	-	-	357	ShumicCBS118129predictedgene_008486-T1	726	2.6e-156	1	357	15	404	0.997198879552
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	ShumicCBS118129predictedgene_008827-T1	861	1e-111	1	214	34	247	0.995327102804
GT69_e0	GT69:44	-	-	243	ShumicCBS118129predictedgene_008964-T1	427	4.7e-112	1	243	109	351	0.995884773663
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	ShumicCBS118129predictedgene_009769-T1	468	1.5e-205	2	442	27	465	0.995475113122
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	ShumicCBS118129predictedgene_009994-T1	356	1.9e-139	1	288	32	326	0.989655172414
AA1_e29	AA1:21	-	-	498	ShumicCBS118129predictedgene_010416-T1	627	7.9e-167	3	498	104	594	0.993975903614
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SinflaCBS23968predictedgene_001091-T1	659	3.1e-164	1	473	102	617	0.995780590717
CE5_e49	CE5:6	-	-	192	SinflaCBS23968predictedgene_001535-T1	326	1.2e-47	2	191	44	267	0.984375
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SinflaCBS23968predictedgene_002569-T1	887	1.2e-31	34	162	83	214	0.688172043011
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SinflaCBS23968predictedgene_002569-T1	887	9e-224	13	513	322	818	0.965250965251
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SinflaCBS23968predictedgene_005466-T1	669	1.1e-25	10	181	201	378	0.410071942446
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SinflaCBS23968predictedgene_005863-T1	809	1.1e-147	2	276	73	349	0.98916967509
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SinflaCBS23968predictedgene_005863-T1	809	7.4e-155	1	320	477	796	0.990683229814
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SinflaCBS23968predictedgene_006200-T1	730	8.4e-111	2	207	74	279	0.990338164251
GT71_e16	GT71:38	-	-	235	SinflaCBS23968predictedgene_006524-T1	582	2.6e-94	1	235	212	446	0.995744680851
GH92_e35	GH92:160	-	-	510	SinflaCBS23968predictedgene_006567-T1	894	2.7e-237	1	509	331	874	0.996078431373
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SinflaCBS23968predictedgene_008164-T1	791	4.4e-207	1	430	263	703	0.99535962877
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SinflaCBS23968predictedgene_008490-T1	656	7.4e-201	1	482	121	614	0.997925311203
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SinflaCBS23968predictedgene_008675-T1	341	1e-136	1	278	41	319	0.996402877698
AA3_e28	AA3_2:42|AA3:1	-	-	565	SinflaCBS23968predictedgene_010760-T1	579	2.9e-292	1	565	9	573	0.998230088496
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SlurieCBS93772predictedgene_000395-T1	398	4.9e-96	2	220	13	234	0.986425339367
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SlurieCBS93772predictedgene_002044-T1	782	0	4	748	22	781	0.994652406417
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SlurieCBS93772predictedgene_002243-T1	487	4.2e-175	2	442	41	480	0.995475113122
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SlurieCBS93772predictedgene_002946-T1	627	5.7e-65	2	138	116	257	0.647619047619
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SlurieCBS93772predictedgene_004972-T1	459	4.7e-177	1	359	30	397	0.986225895317
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SlurieCBS93772predictedgene_005817-T1	587	3.2e-136	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SlurieCBS93772predictedgene_005817-T1	587	1.3e-51	7	199	362	577	0.96
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SlurieCBS93772predictedgene_006192-T1	451	2.7e-130	4	351	73	416	0.988603988604
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SlurieCBS93772predictedgene_006527-T1	530	1e-220	1	464	48	525	0.995698924731
GH131_e0	GH131:19	-	-	254	SlurieCBS93772predictedgene_006842-T1	301	6.1e-118	1	254	36	298	0.996062992126
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SlurieCBS93772predictedgene_006879-T1	792	1.6e-106	1	210	6	218	0.995238095238
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SlurieCBS93772predictedgene_007576-T1	221	1.5e-92	1	206	23	219	0.985576923077
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SlurieCBS93772predictedgene_008185-T1	429	4.5e-162	1	351	42	394	0.997150997151
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan, xylan, xylan	281	SlurieCBS93772predictedgene_008227-T1	453	7.5e-117	1	281	34	299	0.996441281139
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	beta-glucan, xylan, cellulose	125	SlurieCBS93772predictedgene_008227-T1	453	6.5e-46	1	124	320	450	0.984
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SmexicCBS120341predictedgene_001114-T1	609	2.1e-175	1	474	61	546	0.997890295359
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SmexicCBS120341predictedgene_001596-T1	423	5.7e-91	1	215	81	308	0.990740740741
GT61_e19	GT61:14	-	-	120	SmexicCBS120341predictedgene_005184-T1	646	6.8e-37	1	116	351	475	0.958333333333
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SmexicCBS120341predictedgene_005611-T1	347	2.6e-127	1	288	33	320	0.989655172414
GH125_e2	GH125:180	-	-	423	SmexicCBS120341predictedgene_006724-T1	537	2e-186	1	423	81	522	0.997635933806
GH135_e25	GH135:7	-	-	228	SmexicCBS120341predictedgene_007312-T1	314	7.7e-30	1	169	21	202	0.736842105263
GH16_e200	GH16_18:28	-	-	156	SmexicCBS120341predictedgene_008542-T1	372	2e-72	1	156	70	226	0.99358974359
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SmexicCBS120341predictedgene_009003-T1	710	8.4e-21	10	183	155	338	0.414868105516
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SmexicCBS120341predictedgene_009486-T1	870	5.6e-107	1	214	49	262	0.995327102804
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SmexicCBS120341predictedgene_010203-T1	327	9.5e-133	2	280	29	305	0.989323843416
GH88_e4	GH88:37	-	-	401	SnigroVPRI43755predictedgene_002620-T1	531	2.4e-151	1	401	93	522	0.997506234414
GH125_e2	GH125:180	-	-	423	SnigroVPRI43755predictedgene_003525-T1	585	1.1e-59	1	150	79	239	0.352245862884
GH125_e2	GH125:180	-	-	423	SnigroVPRI43755predictedgene_003525-T1	585	1.3e-111	144	423	251	571	0.659574468085
GT90_e11	GT90:72	-	-	290	SnigroVPRI43755predictedgene_003936-T1	675	9.9e-122	1	290	342	657	0.996551724138
GH106_e15	GH106:19|GT2:1	-	-	933	SpalliCBS13156predictedgene_000422-T1	1050	7.3e-266	1	931	41	992	0.996784565916
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SpalliCBS13156predictedgene_001316-T1	490	1.3e-180	2	442	44	483	0.995475113122
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SpalliCBS13156predictedgene_003134-T1	445	6.3e-157	1	350	80	429	0.991477272727
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SpalliCBS13156predictedgene_004247-T1	1093	5.4e-279	23	824	44	968	0.968561064087
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SpalliCBS13156predictedgene_005732-T1	668	1.1e-26	10	181	200	377	0.410071942446
CE5_e49	CE5:6	-	-	192	SpalliCBS13156predictedgene_005914-T1	292	1.1e-46	12	190	51	239	0.927083333333
GH5_e56	GH5_24:29	-	-	314	SpalliCBS13156predictedgene_007923-T1	429	1.2e-166	1	312	77	391	0.990445859873
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SpalliCBS13156predictedgene_009670-T1	670	1.2e-166	1	473	113	628	0.995780590717
GT31_e37	GT31:25	-	-	54	SpalliCBS13156predictedgene_010196-T1	458	1.4e-23	1	54	186	239	0.981481481481
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SpalliCBS13156predictedgene_010581-T1	896	4.5e-33	2	162	16	197	0.860215053763
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SpalliCBS13156predictedgene_010581-T1	896	1.5e-226	11	513	300	800	0.969111969112
AA2_e12	AA2:15	-	-	241	SphasmCBS119721predictedgene_000241-T1	581	7e-95	2	240	332	567	0.98755186722
AA1_e22	AA1:24	-	-	492	SphasmCBS119721predictedgene_002173-T1	788	3.7e-183	1	491	221	743	0.99593495935
GH3_e116	GH3:66	3.2.1.21:2	beta-glucan	213	SphasmCBS119721predictedgene_002747-T1	891	2.1e-110	2	212	87	297	0.985915492958
CE16_e2	CE16:12	-	-	278	SphasmCBS119721predictedgene_003324-T1	377	3.8e-106	1	278	57	354	0.996402877698
AA1_e29	AA1:21	-	-	498	SphasmCBS119721predictedgene_003899-T1	689	8.5e-166	2	498	152	654	0.995983935743
GH154_e10	GH154:86	-	-	357	SphasmCBS119721predictedgene_004422-T1	719	4.4e-154	1	357	15	403	0.997198879552
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SphasmCBS119721predictedgene_005520-T1	478	1.3e-139	1	417	41	475	0.997601918465
GH18_e107	GH18:17	-	-	321	SphasmCBS119721predictedgene_005672-T1	372	1.3e-100	1	319	10	356	0.990654205607
GH131_e4	GH131:11	-	-	258	SphasmCBS119721predictedgene_006077-T1	314	1.5e-103	58	258	108	310	0.77519379845
GH154_e10	GH154:86	-	-	357	SphasmCBS119721predictedgene_006465-T1	680	7.1e-172	1	356	26	373	0.994397759104
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SphasmCBS119721predictedgene_006843-T1	320	8.8e-130	10	279	30	297	0.957295373665
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SproteCBS116654predictedgene_001362-T1	341	1.4e-137	1	278	41	319	0.996402877698
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SproteCBS116654predictedgene_004300-T1	254	6.5e-89	194	441	2	251	0.558823529412
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SproteCBS116654predictedgene_004384-T1	733	2.6e-110	2	207	74	279	0.990338164251
AA3_e28	AA3_2:42|AA3:1	-	-	565	SproteCBS116654predictedgene_005795-T1	615	5e-285	1	564	8	572	0.996460176991
GT69_e0	GT69:44	-	-	243	SproteCBS116654predictedgene_006543-T1	404	8.8e-95	1	243	92	330	0.995884773663
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SproteCBS116654predictedgene_007549-T1	351	8.6e-141	1	287	32	320	0.986206896552
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SpseudVPRI43531predictedgene_000212-T1	529	8.1e-216	1	464	49	524	0.995698924731
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SpseudVPRI43531predictedgene_000320-T1	342	8.4e-140	1	309	5	336	0.993548387097
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SpseudVPRI43531predictedgene_002545-T1	374	2.1e-96	3	220	12	230	0.981900452489
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SpseudVPRI43531predictedgene_003155-T1	670	1.6e-25	13	181	205	379	0.402877697842
GH92_e35	GH92:160	-	-	510	SpseudVPRI43531predictedgene_003191-T1	900	3.6e-236	1	509	331	877	0.996078431373
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SpseudVPRI43531predictedgene_003194-T1	781	0	4	748	22	780	0.994652406417
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SpseudVPRI43531predictedgene_003470-T1	586	2.7e-137	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SpseudVPRI43531predictedgene_003470-T1	586	2.6e-54	7	199	362	576	0.96
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SpseudVPRI43531predictedgene_003547-T1	791	1.4e-208	1	430	263	703	0.99535962877
GH135_e25	GH135:7	-	-	228	SpseudVPRI43531predictedgene_004087-T1	303	1.8e-30	1	167	17	196	0.728070175439
GT71_e16	GT71:38	-	-	235	SpseudVPRI43531predictedgene_004318-T1	534	2.3e-93	1	235	175	409	0.995744680851
GT61_e19	GT61:14	-	-	120	SpseudVPRI43531predictedgene_004612-T1	545	9.1e-41	1	117	325	446	0.966666666667
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SpseudVPRI43531predictedgene_005313-T1	434	2e-172	1	351	48	400	0.997150997151
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SpseudVPRI43531predictedgene_006239-T1	655	3.9e-200	1	482	121	618	0.997925311203
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SpseudVPRI43531predictedgene_006970-T1	872	1.3e-106	1	210	86	298	0.995238095238
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SpseudVPRI43531predictedgene_007451-T1	460	5.7e-178	2	360	31	399	0.986225895317
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SpseudVPRI43531predictedgene_008651-T1	862	3.4e-107	1	214	43	256	0.995327102804
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SpseudVPRI43531predictedgene_009005-T1	1007	6e-108	2	210	186	399	0.990476190476
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	Sschen1099predictedgene_000839-T1	220	2e-92	1	206	22	218	0.985576923077
GH16_e200	GH16_18:28	-	-	156	Sschen1099predictedgene_001911-T1	267	8.2e-73	1	155	70	225	0.987179487179
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	Sschen1099predictedgene_002726-T1	452	4.2e-130	12	351	77	417	0.965811965812
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	Sschen1099predictedgene_004135-T1	605	1.3e-167	1	474	55	563	0.997890295359
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	Sschen1099predictedgene_006613-T1	476	5e-177	2	442	30	469	0.995475113122
GH125_e2	GH125:180	-	-	423	Sschen1099predictedgene_006852-T1	535	9.2e-187	1	423	79	520	0.997635933806
GH131_e0	GH131:19	-	-	254	SvarieCBS121961predictedgene_000464-T1	298	6.8e-117	1	254	36	295	0.996062992126
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SvarieCBS121961predictedgene_001669-T1	752	1.2e-17	10	180	174	356	0.407673860911
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SvarieCBS121961predictedgene_005338-T1	876	1.2e-32	33	160	71	197	0.682795698925
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SvarieCBS121961predictedgene_005338-T1	876	1.3e-227	2	509	283	796	0.978764478764
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-galactan	827	SvarieCBS121961predictedgene_005619-T1	1092	8.5e-289	17	823	35	965	0.974607013301
CE5_e49	CE5:6	-	-	192	SvarieCBS121961predictedgene_007585-T1	326	6.8e-47	15	191	72	273	0.916666666667
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SvarieCBS121961predictedgene_008468-T1	441	7.5e-156	1	350	76	425	0.991477272727
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SvarieCBS121961predictedgene_008581-T1	491	8.6e-128	2	441	29	481	0.993212669683
GH135_e25	GH135:7	-	-	228	SBRCBS47491_001419-T1	330	9.7e-31	1	173	43	228	0.754385964912
AA3_e28	AA3_2:42|AA3:1	-	-	565	SBRCBS47491_001844-T1	579	3.9e-281	1	564	8	573	0.996460176991
GH125_e2	GH125:180	-	-	423	SBRCBS47491_002566-T1	535	3.8e-185	1	423	79	520	0.997635933806
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, xylan	310	SBRCBS47491_003642-T1	342	2e-140	1	309	5	336	0.993548387097
GH18_e82	GH18:18	3.2.1.96:4	host glycan	216	SBRCBS47491_003979-T1	393	2.3e-92	1	215	50	281	0.990740740741
GH88_e4	GH88:37	-	-	401	SBRCBS47491_005943-T1	541	1.6e-156	1	401	96	532	0.997506234414
CE8_e105	CE8:21	3.1.1.11:8	pectin	281	SBRCBS47491_008048-T1	292	1e-132	12	280	4	270	0.953736654804
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SBRCBS47491_009765-T1	494	2.5e-178	2	442	41	481	0.995475113122
GH106_e15	GH106:19|GT2:1	-	-	933	SCUCBS95973_001417-T1	1079	2.2e-254	1	931	45	1022	0.996784565916
CBM50_e516	CBM50:10|GH18:1	-	chitin, peptidoglycan	34	SCUCBS95973_001632-T1	578	5.2e-16	1	34	453	487	0.970588235294
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SCUCBS95973_003296-T1	483	5.1e-193	2	442	32	481	0.995475113122
GH5_e56	GH5_24:29	-	-	314	SCUCBS95973_003863-T1	427	4.2e-172	1	312	77	389	0.990445859873
GH18_e107	GH18:17	-	-	321	SCUCBS95973_004705-T1	335	2.5e-54	116	318	92	318	0.629283489097
GH28_e58	GH28:220	3.2.1.67:7|3.2.1.-:2	pectin, pectin	352	SCUCBS95973_004766-T1	180	5e-78	134	321	1	176	0.53125
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SCUCBS95973_005793-T1	664	5.7e-159	1	473	103	622	0.995780590717
CBM67_e14	CBM67:7|GH78:7	-	rhamnose	186	SCUCBS95973_007027-T1	815	3.7e-35	1	139	15	159	0.741935483871
GH78_e23	GH78:35|CBM67:1|GH79:1	-	-	518	SCUCBS95973_007027-T1	815	1.6e-232	2	508	267	770	0.976833976834
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SCUCBS95973_008156-T1	350	9.3e-148	1	288	30	320	0.989655172414
GT61_e19	GT61:14	-	-	120	SCUCBS95973_009253-T1	560	2.2e-41	1	117	334	458	0.966666666667
GT31_e37	GT31:25	-	-	54	SCUCBS95973_009478-T1	451	3.8e-25	1	54	178	231	0.981481481481
GH3_e223	GH3:90|CBM1:15|CE16:3	3.2.1.21:16|3.2.1.-:3	beta-glucan, beta-glucan	207	SEUCBS139899_001026-T1	731	1.7e-110	2	207	72	277	0.990338164251
GH47_e5	GH47:259	3.2.1.113:7	host glycan	482	SEUCBS139899_001214-T1	657	4.6e-202	1	482	125	622	0.997925311203
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SEUCBS139899_002518-T1	401	1.5e-97	71	441	1	385	0.837104072398
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SEUCBS139899_002797-T1	224	2.6e-91	1	206	25	221	0.985576923077
AA1_e46	AA1_3:109|CBM20:5|AA1:3	1.10.3.2:4|1.10.3.-:1	lignin, lignin	474	SEUCBS139899_005740-T1	609	4.5e-176	1	474	60	546	0.997890295359
CE8_e16	CE8:16|GH28:3	3.1.1.11:3|3.2.1.15:1	pectin	277	SEUCBS139899_005764-T1	738	2.1e-147	2	276	51	327	0.98916967509
GH28_e56	GH28:441|CE8:3	3.2.1.15:14|3.1.1.11:1	pectin	322	SEUCBS139899_005764-T1	738	6e-154	1	321	406	726	0.993788819876
GH5_e137	GH5_5:216|CBM1:84|GH5:14|CBM10:2	3.2.1.4:38	beta-glucan	278	SEUCBS139899_005875-T1	341	6.1e-137	1	278	41	319	0.996402877698
GT71_e16	GT71:38	-	-	235	SEUCBS139899_006411-T1	591	5.8e-95	1	235	230	464	0.995744680851
GH131_e0	GH131:19	-	-	254	SEUCBS139899_006418-T1	297	7.4e-117	1	254	36	294	0.996062992126
AA3_e28	AA3_2:42|AA3:1	-	-	565	SEUCBS139899_006778-T1	580	3.5e-282	1	564	8	574	0.996460176991
GH92_e35	GH92:160	-	-	510	SEUCBS139899_007133-T1	912	4.5e-237	1	510	334	880	0.998039215686
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	SEUCBS139899_010865-T1	807	1.3e-205	2	430	264	703	0.993039443155
AA9_e5	AA9:14|CBM18:11	-	cellulose	221	SEUCBS140593_001159-T1	399	1.9e-95	3	220	12	234	0.981900452489
GH47_e16	GH47:103	3.2.1.113:12	host glycan	465	SEUCBS140593_001728-T1	530	1.2e-219	1	463	47	522	0.993548387097
GH30_e48	GH30_7:28|CBM1:1	3.2.1.8:3|3.2.1.-:3	xylan, xylan	442	SEUCBS140593_002099-T1	401	1.5e-97	71	441	1	385	0.837104072398
GT61_e19	GT61:14	-	-	120	SEUCBS140593_002783-T1	487	1e-41	1	117	252	374	0.966666666667
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SEUCBS140593_003682-T1	845	7.2e-94	22	210	77	268	0.895238095238
GH55_e8	GH55:191|CBM50:9|CBM66:1	3.2.1.58:16	beta-glucan	748	SEUCBS140593_003757-T1	783	0	5	748	22	781	0.993315508021
GH18_e20	GH18:235|GT1:1	3.2.1.14:25	chitin	353	SEUCBS140593_004260-T1	469	6.1e-116	16	351	98	432	0.949008498584
GH76_e44	GH76:127	3.2.1.101:2	alpha-mannan	363	SEUCBS140593_005073-T1	460	2.1e-178	2	359	31	398	0.98347107438
GH18_e272	GH18:958|CBM50:6	3.2.1.14:58	chitin	351	SEUCBS140593_005514-T1	421	1.7e-175	1	351	34	386	0.997150997151
GH3_e180	GH3:184	3.2.1.21:13	beta-glucan	210	SEUCBS140593_006056-T1	989	6.7e-108	2	210	175	388	0.990476190476
GH3_e51	GH3:223	3.2.1.21:3	beta-glucan	214	SEUCBS140593_008156-T1	865	2.9e-105	1	214	47	260	0.995327102804
GH16_e200	GH16_18:28	-	-	156	SEUCBS140593_008563-T1	368	5.1e-72	1	156	70	226	0.99358974359
GH5_e65	GH5_5:61|CBM1:36	3.2.1.4:20	beta-glucan	290	SEUCBS140593_008974-T1	348	1.3e-129	2	288	34	321	0.986206896552
CE5_e24	CE5:51|CBM1:13	3.1.1.72:4	xylan	208	SEUCBS140593_009307-T1	255	1.5e-72	1	207	53	253	0.990384615385
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, xylan, xylan	292	SEUCBS140593_009325-T1	587	1.1e-136	1	292	5	309	0.996575342466
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	xylan	200	SEUCBS140593_009325-T1	587	9.2e-52	7	199	362	577	0.96
AA7_e0	AA7:17	1.1.3.-:1	chitooligosaccharide	417	SEUCBS140593_010332-T1	733	5.6e-21	10	194	159	348	0.441247002398
CE4_e210	CE4:182	-	-	108	SEUCBS140593_010683-T1	529	9.3e-16	1	107	258	366	0.981481481481
GH16_e200	GH16_18:28	-	-	156	STHCBS139747_006206-T1	385	5.7e-72	1	155	69	224	0.987179487179
GH18_e20	GH18:235|GT1:1	3.2.1.14:25	chitin	353	STHCBS139747_007849-T1	420	1.9e-108	51	352	83	384	0.85269121813
CBM50_e516	CBM50:10|GH18:1	-	chitin, peptidoglycan	34	STHCBS139747_007905-T1	388	1.3e-16	1	34	343	377	0.970588235294
