tip	accession	genus	kingdom	phylum	class	order	family	colours_kingdom	colours_phylum	colours_sordario	colours_hypocr
TMEMel28_009271_T1_12_213_AA14	NA	Tuber	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	#3B3B3BFF	#DEEBF7	NA	NA
KAH8897803.1_Thozetella_sp._PMI_491	KAH8897803.1	Thozetella	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	#3B3B3BFF	#DEEBF7	#EDF8E9	NA
KAB5511574.1_Coniochaeta_sp._2T2.1	KAB5511574.1	Coniochaeta	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	#3B3B3BFF	#DEEBF7	#C7E9C0	NA
KAB5571716.1_Coniochaeta_sp._2T2.1	KAB5571716.1	Coniochaeta	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	#3B3B3BFF	#DEEBF7	#C7E9C0	NA
KAG7042770.1_Colletotrichum_scovillei	KAG7042770.1	Colletotrichum	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
XP_036579548.1_Colletotrichum_truncatum	XP_036579548.1	Colletotrichum	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
KAK1451422.1_Colletotrichum_melonis	KAK1451422.1	Colletotrichum	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
KAK1457265.1_Colletotrichum_cuscutae	KAK1457265.1	Colletotrichum	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
KAH6670960.1_Plectosphaerella_plurivora	KAH6670960.1	Plectosphaerella	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
KAH7361844.1_Plectosphaerella_cucumerina	KAH7361844.1	Plectosphaerella	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	#3B3B3BFF	#DEEBF7	#A1D99B	NA
CAH0017991.1_Clonostachys_rhizophaga	CAH0017991.1	Clonostachys	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FFFFCC
Crosea671predictedgene_008663_T1_18_292_AA14	NA	Clonostachys	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FFFFCC
Crosea671predictedgene_010899_T1_23_287_AA14	NA	Clonostachys	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FFFFCC
XP_014543483.1_Metarhizium_brunneum_ARSEF3297	XP_014543483.1	Metarhizium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FFEDA0
OAQ97907.1_Akanthomyces_lecanii	OAQ97907.1	Akanthomyces	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
OAA71978.1_Akanthomyces_lecanii_RCEF1005	OAA71978.1	Akanthomyces	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
TQV92291.1_Cordyceps_javanica	TQV92291.1	Cordyceps	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
KAJ3498061.1_Lecanicillium_saksenae	KAJ3498061.1	Lecanicillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
KAJ2971520.1_Lecanicillium_fungicola	KAJ2971520.1	Lecanicillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
KAJ2978305.1_Lecanicillium_fungicola	KAJ2978305.1	Lecanicillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
CEJ80690.1_Torrubiella__hemipterigena	CEJ80690.1	Torrubiella	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FED976
KAK5998284.1_Cladobotryum_mycophilum	KAK5998284.1	Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
KAK5989550.1_Cladobotryum_mycophilum	KAK5989550.1	Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
CprotrCCMJ2080predictedgene_004813_T1_17_292_AA14	NA	Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
CprotrCCMJ2080predictedgene_007053_T1_13_276_AA14	NA	Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
CprotrCCMJ2080predictedgene_010340_T1_18_284_AA14	NA	Cladobotryum	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
HperniHP10predictedgene_009641_T1_18_289_AA14	NA	Hypomyces	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
RFU82186.1_Trichoderma_arundinaceum	RFU82186.1	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
XP_024748296.1_Trichoderma_citrinoviride	XP_024748296.1	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
KAH8127734.1_Trichoderma_asperelloides	KAH8127734.1	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
XP_062756707.1_Trichoderma_aggressivum_f.europaeum	XP_062756707.1	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
XP_013954691.1_Trichoderma_virens_Gv29_8	XP_013954691.1	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TatrovIMI206040predictedgene_004141_T1_25_287_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TatrovIMI206040predictedgene_006201_T1_18_286_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TharziCBS22695predictedgene_003080_T1_24_286_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TharziCBS22695predictedgene_010450_T1_18_285_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TpararCBS125925predictedgene_000587_T1_18_285_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TpararCBS125925predictedgene_002265_T1_25_287_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TreeseQM6apredictedgene_002638_T1_18_285_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TvirenSpredictedgene_003033_T1_25_287_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
TvirenSpredictedgene_009646_T1_18_286_AA14	NA	Trichoderma	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	#3B3B3BFF	#DEEBF7	#74C476	#FEB24C
KAH7131555.1_Dactylonectria_estremocensis	KAH7131555.1	Dactylonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAH7146787.1_Dactylonectria_estremocensis	KAH7146787.1	Dactylonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAF5712587.1_Fusarium_globosum	KAF5712587.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
RSL86941.1_Fusarium_floridanum	RSL86941.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAH6994015.1_Fusarium_venenatum	KAH6994015.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAI6773850.1_Fusarium_graminearum	KAI6773850.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAH7241287.1_Fusarium_tricinctum	KAH7241287.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAF4473112.1_Fusarium_albosuccineum	KAF4473112.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
RGP70849.1_Fusarium_longipes	RGP70849.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAF4996308.1_Fusarium_graminum	KAF4996308.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
RKL24452.1_Fusarium_oxysporum	RKL24452.1	Fusarium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAH6957632.1_Ilyonectria_sp._MPI_CAGE_AT_0026	KAH6957632.1	Ilyonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAI5458749.1_Mariannaea_sp._PMI_226	KAI5458749.1	Mariannaea	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KPM37038.1_Neonectria_ditissima	KPM37038.1	Neonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
KAF7562633.1_Stylonectria_norvegica	KAF7562633.1	Stylonectria	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	#3B3B3BFF	#DEEBF7	#74C476	#FD8D3C
XP_018183102.1_Purpureocillium_lilacinum	XP_018183102.1	Purpureocillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FC4E2A
OAQ86421.1_Purpureocillium_lilacinum	OAQ86421.1	Purpureocillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FC4E2A
KAJ6444104.1_Purpureocillium_lavendulum	KAJ6444104.1	Purpureocillium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	#3B3B3BFF	#DEEBF7	#74C476	#FC4E2A
KAI9148106.1_Paramyrothecium_foliicola	KAI9148106.1	Paramyrothecium	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	#3B3B3BFF	#DEEBF7	#74C476	#E31A1C
KAH7304735.1_Stachybotrys_elegans	KAH7304735.1	Stachybotrys	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	#3B3B3BFF	#DEEBF7	#74C476	#E31A1C
KFH41721.1_Hapsidospora_chrysogenum_ATCC11550	KFH41721.1	Hapsidospora	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unknown	#3B3B3BFF	#DEEBF7	#74C476	NA
SEPCBS119000_003998_T1_17_172_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPCBS119000_004000_T1_17_291_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPCBS119000_004001_T1_17_291_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPCBS119000_006086_T1_17_291_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPCBS119000_006698_T1_17_291_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPCBS57363_006798_T1_7_167_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPTF4163_004982_T1_17_290_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
SEPTF4163_006711_T1_17_172_AA14	NA	Sporothrix	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	#3B3B3BFF	#DEEBF7	#41AB5D	NA
KAK0636799.1_Bombardia_bombarda	KAK0636799.1	Bombardia	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK3353235.1_Lasiosphaeria_hispida	KAK3353235.1	Lasiosphaeria	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK0715594.1_Lasiosphaeris_hirsuta	KAK0715594.1	Lasiosphaeris	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK4207403.1_Rhypophila_decipiens	KAK4207403.1	Rhypophila	Fungi	Ascomycota	Sordariomycetes	Sordariales	Naviculisporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK4161707.1_Cladorrhinum_sp._PSN259	KAK4161707.1	Cladorrhinum	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK3997737.1_Cladorrhinum_sp._PSN332	KAK3997737.1	Cladorrhinum	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK4231908.1_Podospora_fimiseda	KAK4231908.1	Podospora	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK3390723.1_Podospora_didyma	KAK3390723.1	Podospora	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAK4184928.1_Podospora_australis	KAK4184928.1	Podospora	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
XP_062764634.1_Podospora_pseudopauciseta	XP_062764634.1	Podospora	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAJ4385058.1_Neurospora_sp._IMI360204	KAJ4385058.1	Neurospora	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	#3B3B3BFF	#DEEBF7	#238B45	NA
KAI1255708.1_Eutypa_lata	KAI1255708.1	Eutypa	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1455606.1_Annulohypoxylon_moriforme	KAI1455606.1	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1442607.1_Annulohypoxylon_stygium	KAI1442607.1	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
XP_047814482.1_Annulohypoxylon_maeteangense	XP_047814482.1	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
ASPSEMC78_008126_T1_20_177_AA14	NA	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
AstygiMG137predictedgene_010173_T1_20_294_AA14	NA	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
AtruncCBS140778predictedgene_010579_T1_20_177_AA14	NA	Annulohypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
OTB14934.1_Daldinia_sp._EC12	OTB14934.1	Daldinia	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
XP_049154505.1_Daldinia_loculata	XP_049154505.1	Daldinia	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI0376862.1_Hypomontagnella_monticulosa	KAI0376862.1	Hypomontagnella	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
XP_051315023.1_Hypoxylon_trugodes	XP_051315023.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1136309.1_Hypoxylon_sp._FL0543	KAI1136309.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
OTA98336.1_Hypoxylon_sp._CI_4A	OTA98336.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
OTA89157.1_Hypoxylon_sp._CO27_5	OTA89157.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI0842323.1_Hypoxylon_sp._FL0890	KAI0842323.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI0155446.1_Hypoxylon_sp._FL1284	KAI0155446.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1770593.1_Hypoxylon_cercidicola	KAI1770593.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1408390.1_Hypoxylon_sp._FL1857	KAI1408390.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1404206.1_Hypoxylon_fuscum	KAI1404206.1	Hypoxylon	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1098482.1_Jackrogersella_minutella	KAI1098482.1	Jackrogersella	Fungi	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAH8652406.1_Xylariales_sp._PMI_506	KAH8652406.1	Xylariales	Fungi	Ascomycota	Sordariomycetes	Xylariales	unknown	#3B3B3BFF	#DEEBF7	#005A32	NA
CAJ2512527.1_Anthostomella_pinea	CAJ2512527.1	Anthostomella	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI0593011.1_Biscogniauxia_sp._FL1348	KAI0593011.1	Biscogniauxia	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1187396.1_Nemania_serpens	KAI1187396.1	Nemania	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1174144.1_Nemania_sp._FL0916	KAI1174144.1	Nemania	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1158901.1_Nemania_serpens	KAI1158901.1	Nemania	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1111157.1_Nemania_sp._NC0429	KAI1111157.1	Nemania	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1193918.1_Nemania_serpens	KAI1193918.1	Nemania	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI1077968.1_Whalleya_microplaca	KAI1077968.1	Whalleya	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAH9992699.1_Xylariaceae_sp._FL0662B	KAH9992699.1	Xylariaceae	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	#3B3B3BFF	#DEEBF7	#005A32	NA
KAI9731217.1_Cirrosporium_novae_zelandiae	KAI9731217.1	Cirrosporium	Fungi	Ascomycota	Xylobotryomycetes	Xylobotryales	Cirrosporiaceae	#3B3B3BFF	#DEEBF7	NA	NA
KAF7776349.1_Agaricus_bisporus_var.burnettii	KAF7776349.1	Agaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007327029.1_Agaricus_bisporus_burnettii	XP_007327029.1	Agaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
ABIH97_003209_T1_17_285_AA14	NA	Agaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
ABIH97_004062_T1_863_1124_AA14	NA	Agaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5364158.1_Leucoagaricus_leucothites	KAF5364158.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5359754.1_Leucoagaricus_leucothites	KAF5359754.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KXN84873.1_Leucoagaricus_sp._SymC.cos	KXN84873.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KXN89494.1_Leucoagaricus_sp._SymC.cos	KXN89494.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF5349572.1_Leucoagaricus_leucothites	KAF5349572.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KXN93349.1_Leucoagaricus_sp._SymC.cos	KXN93349.1	Leucoagaricus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3576246.1_Leucocoprinus_birnbaumii	KAJ3576246.1	Leucocoprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3568658.1_Leucocoprinus_birnbaumii	KAJ3568658.1	Leucocoprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3561740.1_Leucocoprinus_birnbaumii	KAJ3561740.1	Leucocoprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ3572613.1_Leucocoprinus_birnbaumii	KAJ3572613.1	Leucocoprinus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9450455.1_Macrolepiota_fuliginosa_MF_IS2	KAF9450455.1	Macrolepiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9443302.1_Macrolepiota_fuliginosa_MF_IS2	KAF9443302.1	Macrolepiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9446568.1_Macrolepiota_fuliginosa_MF_IS2	KAF9446568.1	Macrolepiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9451834.1_Macrolepiota_fuliginosa_MF_IS2	KAF9451834.1	Macrolepiota	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8344731.1_Amanita_rubescens	KAF8344731.1	Amanita	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAK2467259.1_Amanita_phalloides	KAK2467259.1	Amanita	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	#3B3B3BFF	#9ECAE1	NA	NA
PFH47251.1_Amanita_thiersii_Skay4041	PFH47251.1	Amanita	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8726126.1_Amanita_brunnescens_KoideBX004	KAF8726126.1	Amanita	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	#3B3B3BFF	#9ECAE1	NA	NA
