tip	accession	genus	kingdom	phylum	class	order	family
KIN97736.1_Pisolithus_tinctorius_Marx270	KIN97736.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
XP_051594526.1_Pisolithus_orientalis	XP_051594526.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
XP_051594525.1_Pisolithus_orientalis	XP_051594525.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
XP_051594527.1_Pisolithus_orientalis	XP_051594527.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae
OJA15941.1_Rhizopogon_vesiculosus	OJA15941.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae
KAJ8587088.1_Rhizopogon_salebrosus_TDB_379	KAJ8587088.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae
OAX34821.1_Rhizopogon_vinicolor_AM_OR11_026	OAX34821.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae
KAJ8587089.1_Rhizopogon_salebrosus_TDB_379	KAJ8587089.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae
KIM57407.1_Scleroderma_citrinum_FougA	KIM57407.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
KIM60444.1_Scleroderma_citrinum_FougA	KIM60444.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
KIM60443.1_Scleroderma_citrinum_FougA	KIM60443.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
KIM60439.1_Scleroderma_citrinum_FougA	KIM60439.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae
XP_007318871.1_Serpula_lacrymans_lacrymans	XP_007318871.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae
XP_007318869.1_Serpula_lacrymans_lacrymans	XP_007318869.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae
XP_007319142.1_Serpula_lacrymans_lacrymans	XP_007319142.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae
XP_041180079.1_Suillus_paluster	XP_041180079.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG0708221.1_Suillus_ampliporus	KAG0708221.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG1872112.1_Suillus_tomentosus	KAG1872112.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2123946.1_Suillus_cothurnatus	KAG2123946.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041158511.1_Suillus_plorans	XP_041158511.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2047998.1_Suillus_hirtellus	KAG2047998.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2745013.1_Suillus_brevipes_Sb2	KAG2745013.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041203492.1_Suillus_clintonianus	XP_041203492.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041152707.1_Suillus_plorans	XP_041152707.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2341603.1_Suillus_weaverae	KAG2341603.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041189731.1_Suillus_subaureus	XP_041189731.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2361954.1_Suillus_spraguei	KAG2361954.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2038753.1_Suillus_americanus	KAG2038753.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041240031.1_Suillus_subalutaceus	XP_041240031.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG1729006.1_Suillus_lakei	KAG1729006.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041305035.1_Suillus_bovinus	XP_041305035.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG0696927.1_Suillus_ampliporus	KAG0696927.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG1771890.1_Suillus_placidus	KAG1771890.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
XP_041176807.1_Suillus_paluster	XP_041176807.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2068216.1_Suillus_decipiens	KAG2068216.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG1883922.1_Suillus_subluteus	KAG1883922.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAG2122434.1_Suillus_cothurnatus	KAG2122434.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae
KAH7925687.1_Leucogyrophana_mollusca	KAH7925687.1	Leucogyrophana	Fungi	Basidiomycota	Agaricomycetes	Boletales	unknown
KAH7927685.1_Leucogyrophana_mollusca	KAH7927685.1	Leucogyrophana	Fungi	Basidiomycota	Agaricomycetes	Boletales	unknown
KDQ15932.1_Botryobasidium_botryosum_FD_172SS1	KDQ15932.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ11515.1_Botryobasidium_botryosum_FD_172SS1	KDQ11515.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ12702.1_Botryobasidium_botryosum_FD_172SS1	KDQ12702.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ08700.1_Botryobasidium_botryosum_FD_172SS1	KDQ08700.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ07356.1_Botryobasidium_botryosum_FD_172SS1	KDQ07356.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ08703.1_Botryobasidium_botryosum_FD_172SS1	KDQ08703.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ08649.1_Botryobasidium_botryosum_FD_172SS1	KDQ08649.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
KDQ19064.1_Botryobasidium_botryosum_FD_172SS1	KDQ19064.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae
XP_038920063.1_Cantharellus_anzutake	XP_038920063.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae
XP_038916845.1_Cantharellus_anzutake	XP_038916845.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae
XP_038920064.1_Cantharellus_anzutake	XP_038920064.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae
XP_038920062.1_Cantharellus_anzutake	XP_038920062.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae
KAG8705004.1_Ceratobasidium_sp._394	KAG8705004.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG9122696.1_Ceratobasidium_sp._392	KAG9122696.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAB5596145.1_Ceratobasidium_theobromae	KAB5596145.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8714139.1_Ceratobasidium_sp._423	KAG8714139.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG9098080.1_Ceratobasidium_sp._370	KAG9098080.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
QRV75229.1_Ceratobasidium_sp._AG_Ba	QRV75229.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAF8606538.1_Ceratobasidium_sp._AG_I	KAF8606538.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8773011.1_Ceratobasidium_sp._428	KAG8773011.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAF8606550.1_Ceratobasidium_sp._AG_I	KAF8606550.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8708896.1_Ceratobasidium_sp._423	KAG8708896.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
QRW03805.1_Ceratobasidium_sp._AG_Ba	QRW03805.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
QRW04140.1_Ceratobasidium_sp._AG_Ba	QRW04140.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8702013.1_Ceratobasidium_sp._394	KAG8702013.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAB5593995.1_Ceratobasidium_theobromae	KAB5593995.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG9125644.1_Ceratobasidium_sp._392	KAG9125644.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8746514.1_Ceratobasidium_sp._414	KAG8746514.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8749125.1_Ceratobasidium_sp._428	KAG8749125.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8775486.1_Ceratobasidium_sp._428	KAG8775486.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG9090867.1_Ceratobasidium_sp._UAMH11750	KAG9090867.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8696633.1_Ceratobasidium_sp._395	KAG8696633.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8689289.1_Ceratobasidium_sp._395	KAG8689289.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAG8727884.1_Ceratobasidium_sp._428	KAG8727884.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6457632.1_Rhizoctonia_solani	CAE6457632.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6446852.1_Rhizoctonia_solani	CAE6446852.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6337121.1_Rhizoctonia_solani	CAE6337121.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6522514.1_Rhizoctonia_solani	CAE6522514.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6400146.1_Rhizoctonia_solani	CAE6400146.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6537060.1_Rhizoctonia_solani	CAE6537060.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6433407.1_Rhizoctonia_solani	CAE6433407.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAJ1307380.1_Rhizoctonia_solani	KAJ1307380.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KDN50638.1_Rhizoctonia_solani_AG_8WAC10335	KDN50638.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6448901.1_Rhizoctonia_solani	CAE6448901.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6340628.1_Rhizoctonia_solani	CAE6340628.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAJ1307903.1_Rhizoctonia_solani	KAJ1307903.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KDN48575.1_Rhizoctonia_solani_AG_8WAC10335	KDN48575.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6424438.1_Rhizoctonia_solani	CAE6424438.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6446984.1_Rhizoctonia_solani	CAE6446984.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6414618.1_Rhizoctonia_solani	CAE6414618.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CEL55761.1_Rhizoctonia_solani_AG_1IB	CEL55761.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6532806.1_Rhizoctonia_solani	CAE6532806.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE7224843.1_Rhizoctonia_solani	CAE7224843.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6451815.1_Rhizoctonia_solani	CAE6451815.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6426536.1_Rhizoctonia_solani	CAE6426536.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6493006.1_Rhizoctonia_solani	CAE6493006.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CEL55274.1_Rhizoctonia_solani_AG_1IB	CEL55274.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CAE6384342.1_Rhizoctonia_solani	CAE6384342.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
ELU44209.1_Rhizoctonia_solani_AG_1IA	ELU44209.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
EUC64931.1_Rhizoctonia_solani_AG_3Rhs1AP	EUC64931.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CCO30796.1_Rhizoctonia_solani_AG_1IB	CCO30796.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
ELU37011.1_Rhizoctonia_solani_AG_1IA	ELU37011.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
XP_043178519.1_Rhizoctonia_solani	XP_043178519.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
CUA75968.1_Rhizoctonia_solani	CUA75968.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae
KAF8321095.1_Clavulina_sp._PMI_390	KAF8321095.1	Clavulina	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF8308935.1_Clavulina_sp._PMI_390	KAF8308935.1	Clavulina	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF8315042.1_Clavulina_sp._PMI_390	KAF8315042.1	Clavulina	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF9511918.1_Hydnum_rufescens_UP504	KAF9511918.1	Hydnum	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF9518919.1_Hydnum_rufescens_UP504	KAF9518919.1	Hydnum	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF9506578.1_Hydnum_rufescens_UP504	KAF9506578.1	Hydnum	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF9505295.1_Hydnum_rufescens_UP504	KAF9505295.1	Hydnum	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAF9519655.1_Hydnum_rufescens_UP504	KAF9519655.1	Hydnum	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae
KAG8935386.1_Tulasnella_sp._418	KAG8935386.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9044909.1_Tulasnella_sp._UAMH9824	KAG9044909.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8948042.1_Tulasnella_sp._424	KAG8948042.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8962101.1_Tulasnella_sp._419	KAG8962101.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KIO31600.1_Tulasnella_calospora_MUT4182	KIO31600.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8914120.1_Tulasnella_sp._408	KAG8914120.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9033390.1_Tulasnella_sp._JGI_2019a	KAG9033390.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9033081.1_Tulasnella_sp._JGI_2019a	KAG9033081.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9007623.1_Tulasnella_sp._JGI_2019a	KAG9007623.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8884257.1_Tulasnella_sp._331	KAG8884257.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8979806.1_Tulasnella_sp._427	KAG8979806.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9006702.1_Tulasnella_sp._JGI_2019a	KAG9006702.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG9007349.1_Tulasnella_sp._427	KAG9007349.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
KAG8911118.1_Tulasnella_sp._417	KAG8911118.1	Tulasnella	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae
XP_007388810.1_Punctularia_strigosozonata_HHB_11173SS5	XP_007388810.1	Punctularia	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae
XP_007388801.1_Punctularia_strigosozonata_HHB_11173SS5	XP_007388801.1	Punctularia	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae
KIJ36911.1_Sphaerobolus_stellatus_SS14	KIJ36911.1	Sphaerobolus	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae
KIJ36910.1_Sphaerobolus_stellatus_SS14	KIJ36910.1	Sphaerobolus	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Sphaerobolaceae
XP_007867564.1_Gloeophyllum_trabeum_ATCC11539	XP_007867564.1	Gloeophyllum	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
XP_007867180.1_Gloeophyllum_trabeum_ATCC11539	XP_007867180.1	Gloeophyllum	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
TFK50100.1_Heliocybe_sulcata	TFK50100.1	Heliocybe	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
TFK46098.1_Heliocybe_sulcata	TFK46098.1	Heliocybe	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
KZT29895.1_Neolentinus_lepideus_HHB14362ss_1	KZT29895.1	Neolentinus	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
KZT20429.1_Neolentinus_lepideus_HHB14362ss_1	KZT20429.1	Neolentinus	Fungi	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae
KAF8519414.1_Gautieria_morchelliformis	KAF8519414.1	Gautieria	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae
KAF8519415.1_Gautieria_morchelliformis	KAF8519415.1	Gautieria	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gautieriaceae
KAF8591349.1_Ramaria_rubella	KAF8591349.1	Ramaria	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
KAF8591350.1_Ramaria_rubella	KAF8591350.1	Ramaria	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae
KAI5117029.1_Coniferiporia_weirii	KAI5117029.1	Coniferiporia	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
XP_007262604.1_Fomitiporia_mediterranea_MF3/22	XP_007262604.1	Fomitiporia	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
THH09276.1_Phellinidium_pouzarii	THH09276.1	Phellinidium	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
KAH8109897.1_Phellopilus_nigrolimitatus	KAH8109897.1	Phellopilus	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
PAV16729.1_Pyrrhoderma_noxium	PAV16729.1	Pyrrhoderma	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
OCB85755.1_Sanghuangporus_baumii	OCB85755.1	Sanghuangporus	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae
TDL17933.1_Rickenella_mellea	TDL17933.1	Rickenella	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae
KAF8524302.1_Hysterangium_stoloniferum	KAF8524302.1	Hysterangium	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	Hysterangiaceae
KDQ59091.1_Jaapia_argillacea_MUCL33604	KDQ59091.1	Jaapia	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae
KDQ59092.1_Jaapia_argillacea_MUCL33604	KDQ59092.1	Jaapia	Fungi	Basidiomycota	Agaricomycetes	Jaapiales	Jaapiaceae
XP_047883197.1_Epithele_typhae	XP_047883197.1	Epithele	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Epitheliaceae
XP_047883199.1_Epithele_typhae	XP_047883199.1	Epithele	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Epitheliaceae
XP_047883450.1_Epithele_typhae	XP_047883450.1	Epithele	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Epitheliaceae
XP_047883428.1_Epithele_typhae	XP_047883428.1	Epithele	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Epitheliaceae
XP_012181508.1_Fibroporia_radiculosa	XP_012181508.1	Fibroporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fibroporiaceae
XP_012183613.1_Fibroporia_radiculosa	XP_012183613.1	Fibroporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fibroporiaceae
KAI0926237.1_Antrodia_cinnamomea	KAI0926237.1	Antrodia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
KAI0926218.1_Antrodia_cinnamomea	KAI0926218.1	Antrodia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
KZT73200.1_Daedalea_quercina_L_15889	KZT73200.1	Daedalea	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
KZT73202.1_Daedalea_quercina_L_15889	KZT73202.1	Daedalea	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
EPT05587.1_Fomitopsis_schrenkii	EPT05587.1	Fomitopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
KAI0734149.1_Fomitopsis_betulina	KAI0734149.1	Fomitopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
EPT05591.1_Fomitopsis_schrenkii	EPT05591.1	Fomitopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
EPT05590.1_Fomitopsis_schrenkii	EPT05590.1	Fomitopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
KAI0734152.1_Fomitopsis_betulina	KAI0734152.1	Fomitopsis	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
XP_047888041.1_Neoantrodia_serialis	XP_047888041.1	Neoantrodia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
XP_047888039.1_Neoantrodia_serialis	XP_047888039.1	Neoantrodia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
XP_047780379.1_Rhodofomes_roseus	XP_047780379.1	Rhodofomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
TFY52325.1_Rhodofomes_roseus	TFY52325.1	Rhodofomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
XP_047780377.1_Rhodofomes_roseus	XP_047780377.1	Rhodofomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
TFY54514.1_Rhodofomes_roseus	TFY54514.1	Rhodofomes	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae
EMD31282.1_Gelatoporia_subvermispora_B	EMD31282.1	Gelatoporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae
EMD34047.1_Gelatoporia_subvermispora_B	EMD34047.1	Gelatoporia	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae
OCH94830.1_Obba_rivulosa	OCH94830.1	Obba	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae
OCH95365.1_Obba_rivulosa	OCH95365.1	Obba	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae
OBZ72041.1_Grifola_frondosa	OBZ72041.1	Grifola	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae
OBZ72040.1_Grifola_frondosa	OBZ72040.1	Grifola	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae
OBZ72245.1_Grifola_frondosa	OBZ72245.1	Grifola	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Grifolaceae
KAI0703782.1_Cytidiella_melzeri	KAI0703782.1	Cytidiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
KAI0703781.1_Cytidiella_melzeri	KAI0703781.1	Cytidiella	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae
